r,w
0.07233849614576662,8.349995179153341e-07
0.07279896217723493,8.263835499468154e-07
0.0736815011004379,8.250106126962053e-07
0.07445622676431904,8.250106126962052e-07
0.07498149008314403,8.185776165883406e-07
0.0755028687703141,8.086587606483482e-07
0.07566276995608905,8.08658760648348e-07
0.076037741490796,8.08658760648348e-07
0.07657368800810715,7.972817177764516e-07
0.07750049423962069,7.885487148412445e-07
0.07778631492256981,7.870612194972302e-07
0.0783813243953505,6.576507031121578e-07
0.07955109690276925,6.076471132057027e-07
0.08115272021092128,6.076471132057026e-07
0.0817845235371024,5.930210263559902e-07
0.08189107349624117,5.9302102635599e-07
0.08271326049596282,5.9302102635599e-07
0.08305296231159315,5.72147838893904e-07
0.08351588180720805,5.645711098312809e-07
0.08354123356945933,5.464510458925731e-07
0.08407024707372496,5.371334939638217e-07
0.08450437300805458,5.371334939638213e-07
0.08462761825284312,4.945348358939558e-07
0.0846468388590387,4.927657365685667e-07
0.08474184578775364,4.842768865914084e-07
0.08549114623264102,4.630528255610375e-07
0.08566455431701123,4.6305282556103723e-07
0.08653548574969548,4.5178898753827025e-07
0.08679135870413178,4.4848622178154514e-07
0.08761176269432697,4.4848622178154456e-07
0.08777249425088747,4.3866535932364303e-07
0.0895005158188906,4.18451326380532e-07
0.09028192519226452,4.101386464688862e-07
0.09088580586980387,3.856146624640826e-07
0.09089116959090333,3.852545359973305e-07
0.0920643957821749,3.852545359973304e-07
0.09219424451290342,3.75355287741476e-07
0.09227568197245609,3.753552877414758e-07
0.0924021592986145,3.5523820538815496e-07
0.09282035738001251,3.308493814709349e-07
0.0933649302115307,3.255673401862789e-07
0.09385037042402336,3.1848950615627064e-07
0.09571595418157702,3.0518249360852777e-07
0.09576364719207911,2.921616874481706e-07
0.09594497473136158,2.6958904756861523e-07
0.09612401364350498,2.6097874052211427e-07
0.09645269313406653,2.44910553203565e-07
0.0964966529604815,2.426841951802516e-07
0.0976580136802298,2.4268419518025155e-07
0.09778018278488151,2.3380024507061174e-07
0.09796193992223216,1.974281964462358e-07
0.09849635332550917,1.7401086639183111e-07
0.09889560211592946,1.3178517459071809e-07
0.09898197079833558,1.3178517459071798e-07
0.09903893358728814,1.3178517459071795e-07
