dof,mu,q
288.0,0.11174977474794073,0.718491035931837
1152.0,0.12287313374678342,0.6625587572508752
4608.0,0.11978601727982209,0.6656343564912891
18432.0,0.11864712056153197,0.6664082496833497
73728.0,0.11822627181581313,0.6666020411407371
294912.0,0.11804507322758111,0.66665050895179
1179648.0,0.11799453546111867,0.6666626271545993
