dof,mu,q
288.0,0.13674311461002392,0.5003294663059827
1152.0,0.13674311461002361,0.6714806590270189
4608.0,0.13674311461002361,0.6714806590270188
18432.0,0.1367431146100183,0.6714806590270188
73728.0,0.13674311461000277,0.6714806590270188
294912.0,0.13674311460994076,0.6714806590270189
