dof,error,rate
1170.0,0.06446304963976535,0.11808713480172894
4680.0,0.0547287221565742,0.3110116219373523
18720.0,0.03556048320565256,0.20618923437860354
74880.0,0.026719563863758837,0.41695746624708285
299520.0,0.01498980407705531,0.8822692581918006
1198080.0,0.004411811359151667,0.0
