dof,error,rate
1170.0,0.033650203369822336,0.28717698302872574
4680.0,0.022599036384970125,0.9194503822313339
18720.0,0.00631721462626454,0.9357193403168989
74880.0,0.0017264994896452335,0.977721927571495
299520.0,0.00044516314203421614,0.9837720290208392
1198080.0,0.00011382284060243442,0.0
