dist,measure
2.2030299188105443e-06,0.00012683981745938085
2.266416454978009e-06,0.00011993359102471413
3.629565069957147e-06,0.00010318244416626585
3.7696640179326586e-06,8.49632368353012e-05
3.926941431388352e-06,8.039128797008109e-05
4.634341482860587e-06,6.886474095416364e-05
4.840402373763845e-06,6.510391794255559e-05
5.8059768695222736e-06,6.424455631849102e-05
9.113329290613732e-06,6.309760127908702e-05
9.642406534348557e-06,6.130217275165065e-05
9.682386112181505e-06,6.077988864639156e-05
9.721983195498502e-06,5.546976086025676e-05
1.0181362903089467e-05,4.928487344038985e-05
1.2784536472362036e-05,3.3939640143740074e-05
1.4306836418984936e-05,3.146475888322682e-05
1.705515294277516e-05,2.998119794855012e-05
1.797592500980487e-05,2.7145012468983388e-05
1.9092854019257906e-05,2.5468349881232142e-05
2.0135731844930475e-05,2.5082742987983608e-05
2.0320530073196696e-05,2.5018412583380285e-05
2.209183640594837e-05,2.2996819032273007e-05
2.3151982602860286e-05,2.282567450294347e-05
2.3438835483303538e-05,2.2662331294171384e-05
2.5416452177453557e-05,2.2372370676062787e-05
3.360574060804931e-05,2.228255274497076e-05
3.714355732684092e-05,2.136420698388787e-05
4.0024966931717605e-05,2.1183177813363975e-05
4.143626167166827e-05,2.113921742707305e-05
4.17922199845356e-05,2.109269363708247e-05
4.3103742308067645e-05,2.0589159090077367e-05
4.380560577410051e-05,2.0495248392750503e-05
4.5119227956548656e-05,2.0415880656271543e-05
4.9520720674517296e-05,2.0289334782775763e-05
4.971787297611627e-05,2.0051264140409376e-05
5.0937579331307994e-05,1.9810307267630446e-05
5.2961803738785016e-05,1.953984837083378e-05
5.407564190384549e-05,1.947908124504435e-05
5.418021328247984e-05,1.943927694613163e-05
5.5360450980901046e-05,1.933713681481524e-05
5.631285002191969e-05,1.888031999359045e-05
6.12081603838604e-05,1.871862349075916e-05
6.146981539057306e-05,1.86535834691796e-05
6.275553327189098e-05,1.8571874851857528e-05
6.277627781319202e-05,1.8394862481878407e-05
6.391502322145467e-05,1.8280829849992676e-05
6.432585785038512e-05,1.8190032131160952e-05
6.714073843433664e-05,1.807041294063117e-05
6.737622036686274e-05,1.8057834553587536e-05
6.928243968012368e-05,1.797791911311204e-05
8.108384732105963e-05,1.7976248441906613e-05
8.282376462211606e-05,1.778437602508757e-05
8.571794906673042e-05,1.7687337017806374e-05
8.578151073152002e-05,1.768616695472306e-05
9.238662451295615e-05,1.7681297031015492e-05
9.920679534201859e-05,1.7604891241464912e-05
0.00010055877347485133,1.7516150767862783e-05
0.0001021757422129889,1.7508823578741746e-05
0.0001022767104153944,1.747138085342995e-05
0.00010285547554167444,1.7354547408709806e-05
0.00010822192439523483,1.7021650621359555e-05
0.00011041610233440707,1.6986616140531146e-05
0.00011235593576651712,1.695289923343313e-05
0.00011256386473964672,1.6920249007063406e-05
0.00011710805909887704,1.6686380437741398e-05
0.00012132288747367663,1.6392577563130377e-05
0.00012153997584354241,1.6317068781358203e-05
0.00012341134614721213,1.6285300102066323e-05
0.0001252946555221045,1.6210183278297038e-05
0.00012864715509756808,1.6206125765900156e-05
0.00013289102378277566,1.6153157667658856e-05
0.000137328377647884,1.6128373177973344e-05
0.00014217295378417274,1.609284951701533e-05
0.00014404660802630018,1.599441987788338e-05
0.00014536894182504606,1.5993968436027278e-05
0.00015522125263437122,1.5991539928999147e-05
0.00015603317783033347,1.5930296097016607e-05
0.00015603848728411993,1.5922348527289126e-05
0.0001599379332102444,1.5885890624506783e-05
0.0001607872776561634,1.5851030741578338e-05
0.00016186213280425856,1.5841011158511157e-05
0.00017406758164546728,1.569981868768311e-05
0.00017777142535821817,1.561402558797488e-05
